photopath,part_x0,part_x1,part_x2,part_x3,part_x4,part_x5,part_x6,part_x7,part_x8,part_x9,part_x10,part_x11,part_x12,part_x13,part_x14,part_x15,part_x16,part_y0,part_y1,part_y2,part_y3,part_y4,part_y5,part_y6,part_y7,part_y8,part_y9,part_y10,part_y11,part_y12,part_y13,part_y14,part_y15,part_y16,score0,score1,score2,score3,score4,score5,score6,score7,score8,score9,score10,score11,score12,score13,score14,score15,score16,label
traindata/lunges_set/img_lunges_set_0.jpg,305.1851851851852,311.1111111111111,272.5925925925926,242.962962962963,251.85185185185188,343.70370370370375,379.25925925925924,358.51851851851853,281.48148148148147,240.0,0,0,0,0,0,0,0,260.8695652173913,305.21739130434787,302.60869565217394,344.3478260869565,383.4782608695652,302.60869565217394,346.95652173913044,393.9130434782609,420.0,459.1304347826087,0,0,0,0,0,0,0,0.8746969699859619,0.7158169746398926,0.8536627292633057,0.7329393625259399,0.6800115704536438,0.8516899347305298,0.7595329284667969,0.6927466988563538,0.458301842212677,0.14926886558532715,0,0,0,0,0,0,0,lunges_set
traindata/lunges_set/img_lunges_set_1.jpg,305.1851851851852,311.1111111111111,272.5925925925926,242.962962962963,251.85185185185188,343.70370370370375,379.25925925925924,358.51851851851853,284.44444444444446,237.037037037037,0,0,0,0,0,0,0,260.8695652173913,305.21739130434787,305.21739130434787,344.3478260869565,386.0869565217391,302.60869565217394,346.95652173913044,393.9130434782609,420.0,456.5217391304348,0,0,0,0,0,0,0,0.866784930229187,0.7178595066070557,0.7802653908729553,0.7273299098014832,0.7172683477401733,0.8611395359039307,0.749357283115387,0.701190173625946,0.47327929735183716,0.16860972344875336,0,0,0,0,0,0,0,lunges_set
traindata/lunges_set/img_lunges_set_2.jpg,305.1851851851852,311.1111111111111,272.5925925925926,242.962962962963,251.85185185185188,343.70370370370375,379.25925925925924,358.51851851851853,278.51851851851853,237.037037037037,0,0,0,0,0,0,0,260.8695652173913,305.21739130434787,302.60869565217394,346.95652173913044,386.0869565217391,302.60869565217394,346.95652173913044,391.30434782608694,414.78260869565213,451.30434782608694,0,0,0,0,0,0,0,0.8629215955734253,0.7065110206604004,0.8333357572555542,0.7054508924484253,0.7245305776596069,0.845973014831543,0.7467566132545471,0.6810117959976196,0.37453174591064453,0.16147378087043762,0,0,0,0,0,0,0,lunges_set
traindata/lunges_set/img_lunges_set_3.jpg,305.1851851851852,308.14814814814815,272.5925925925926,242.962962962963,251.85185185185188,343.70370370370375,379.25925925925924,358.51851851851853,281.48148148148147,240.0,0,0,0,0,0,0,0,260.8695652173913,305.21739130434787,302.60869565217394,346.95652173913044,386.0869565217391,302.60869565217394,346.95652173913044,391.30434782608694,420.0,456.5217391304348,0,0,0,0,0,0,0,0.8591650724411011,0.7571494579315186,0.839104175567627,0.7086907625198364,0.738884687423706,0.8504481911659241,0.7576453685760498,0.6738526821136475,0.420937716960907,0.1438598781824112,0,0,0,0,0,0,0,lunges_set
traindata/lunges_set/img_lunges_set_4.jpg,302.22222222222223,308.14814814814815,272.5925925925926,242.962962962963,251.85185185185188,343.70370370370375,376.29629629629625,358.51851851851853,278.51851851851853,251.85185185185188,0,0,0,0,0,0,0,263.4782608695652,305.21739130434787,305.21739130434787,346.95652173913044,386.0869565217391,302.60869565217394,346.95652173913044,391.30434782608694,417.39130434782606,459.1304347826087,0,0,0,0,0,0,0,0.7580112814903259,0.7671849727630615,0.7542614340782166,0.7101860046386719,0.7370282411575317,0.8505080938339233,0.6978698372840881,0.6589603424072266,0.4931425452232361,0.07201987504959106,0,0,0,0,0,0,0,lunges_set
traindata/lunges_set/img_lunges_set_5.jpg,305.1851851851852,305.1851851851852,269.6296296296296,240.0,248.88888888888889,340.74074074074076,373.33333333333337,355.55555555555554,278.51851851851853,245.92592592592592,0,0,0,0,0,0,0,263.4782608695652,302.60869565217394,302.60869565217394,344.3478260869565,386.0869565217391,302.60869565217394,346.95652173913044,388.69565217391306,414.78260869565213,459.1304347826087,0,0,0,0,0,0,0,0.8074069023132324,0.7636998891830444,0.7600696086883545,0.7825562357902527,0.8174499273300171,0.7981851100921631,0.6861122846603394,0.7144385576248169,0.4732917547225952,0.11766541004180908,0,0,0,0,0,0,0,lunges_set
traindata/lunges_set/img_lunges_set_6.jpg,322.962962962963,305.1851851851852,266.6666666666667,234.07407407407408,242.962962962963,337.77777777777777,370.3703703703704,352.5925925925926,272.5925925925926,254.8148148148148,0,0,0,0,0,0,0,263.4782608695652,305.21739130434787,302.60869565217394,344.3478260869565,386.0869565217391,305.21739130434787,352.17391304347825,391.30434782608694,422.60869565217394,461.7391304347826,0,0,0,0,0,0,0,0.7499009370803833,0.7215508222579956,0.7353959083557129,0.7572169303894043,0.7413829565048218,0.6881017684936523,0.6765968203544617,0.6444961428642273,0.5143847465515137,0.09453803300857544,0,0,0,0,0,0,0,lunges_set
traindata/lunges_set/img_lunges_set_7.jpg,322.962962962963,296.2962962962963,266.6666666666667,228.14814814814812,248.88888888888889,322.962962962963,337.77777777777777,340.74074074074076,257.77777777777777,237.037037037037,0,0,0,0,0,0,0,263.4782608695652,305.21739130434787,294.78260869565213,328.69565217391306,383.4782608695652,310.4347826086956,357.39130434782606,396.5217391304348,406.95652173913044,456.5217391304348,0,0,0,0,0,0,0,0.7584551572799683,0.7762233018875122,0.6677577495574951,0.7113962173461914,0.7429547309875488,0.6879637241363525,0.6854361891746521,0.6533936858177185,0.3454670310020447,0.22333024442195892,0,0,0,0,0,0,0,lunges_set
traindata/lunges_set/img_lunges_set_8.jpg,320.0,290.3703703703704,266.6666666666667,228.14814814814812,251.85185185185188,311.1111111111111,328.88888888888886,334.8148148148148,260.7407407407407,237.037037037037,0,0,0,0,0,0,0,263.4782608695652,302.60869565217394,292.17391304347825,328.69565217391306,383.4782608695652,310.4347826086956,354.78260869565213,391.30434782608694,409.5652173913044,459.1304347826087,0,0,0,0,0,0,0,0.821341872215271,0.7377625703811646,0.7075066566467285,0.7211471796035767,0.6857942938804626,0.640509843826294,0.6674548387527466,0.6120309829711914,0.32706472277641296,0.17641344666481018,0,0,0,0,0,0,0,lunges_set
traindata/lunges_set/img_lunges_set_9.jpg,322.962962962963,287.4074074074074,269.6296296296296,231.11111111111111,254.8148148148148,308.14814814814815,320.0,331.85185185185185,263.7037037037037,242.962962962963,0,0,0,0,0,0,0,266.0869565217391,302.60869565217394,294.78260869565213,326.0869565217391,386.0869565217391,310.4347826086956,357.39130434782606,393.9130434782609,412.17391304347825,461.7391304347826,0,0,0,0,0,0,0,0.7172901034355164,0.739331841468811,0.6465272307395935,0.7192580699920654,0.7031610012054443,0.6539215445518494,0.5518608689308167,0.6566983461380005,0.3589927554130554,0.09063360840082169,0,0,0,0,0,0,0,lunges_set
